Studio.App.DebuggerUIUtilities.InsertLogpointElps,,,Insert Logpoint...,Insert Logpoint...,إدراج نقطة التسجيل...,Protokollpunkt einfügen ...,Insertar punto de registro...,Insertion de point de registre...,लॉगपाइंट डालें...,Masukkan Logpoint...,Immetti logpoint...,ログポイントを挿入...,로그 지점 삽입...,Wstaw punkt logowania...,Inserir ponto de registro...,,แทรก Logpoint...,Günlüğe Kaydetme Noktası ekle...,Chèn Điểm Nhật Ký...,插入日志点...,插入日志点...,插入紀錄點……
Studio.App.DebuggerUIUtilities.DeleteBreakpoint,,,Delete Breakpoint,Delete Breakpoint,حذف نقطة التوقف,Haltepunkt löschen,Eliminar punto de interrupción,Supprimer point d'arrêt,ब्रेकपॉइंट डिलीट करें,Hapus Breakpoint,Elimina breakpoint,ブレークポイントを削除,중단점 삭제,Usuń punkt przerwania,Excluir ponto de interrupção,,ลบ Breakpoint,Kesme Noktasını sil,Xóa Điểm Dừng,删除断点,删除断点,刪除斷點
Studio.App.DebuggerUIUtilities.EditBreakpointElps,,,Edit Breakpoint...,Edit Breakpoint...,تحرير نقطة التوقف...,Haltepunkt bearbeiten ...,Editar punto de interrupción...,Modification de point d'arrêt...,ब्रेकपॉइंट एडिट करें...,Edit Breakpoint...,Modifica breakpoint...,ブレークポイントを編集...,중단점 편집...,Edytuj punkt przerwania...,Editar ponto de interrupção...,,แก้ไข Breakpoint...,Kesme Noktasını düzenle...,Chỉnh Sửa Điểm Dừng...,编辑断点...,编辑断点...,編輯斷點……
Studio.App.DebuggerUIUtilities.EnableBreakpoint,,,Enable Breakpoint,Enable Breakpoint,تمكين نقطة التوقف,Haltepunkt aktivieren,Activar punto de interrupción,Activer point d'arrêt,ब्रेकपॉइंट चालू करें,Aktifkan Breakpoint,Abilita breakpoint,ブレークポイントを有効化,중단점 활성화,Włącz punkt przerwania,Ativar ponto de interrupção,,เปิดใช้งาน Breakpoint,Kesme Noktasını etkinleştir,Bật Điểm Dừng,启用断点,启用断点,啟用斷點
Studio.App.DebuggerUIUtilities.DisableBreakpoint,,,Disable Breakpoint,Disable Breakpoint,تعطيل نقطة التوقف,Haltepunkt deaktivieren,Desactivar punto de interrupción,Désactiver point d'arrêt,ब्रेकपॉइंट बंद करें,Nonaktifkan Breakpoint,Disabilita breakpoint,ブレークポイントを無効化,중단점 비활성화,Wyłącz punkt przerwania,Desativar ponto de interrupção,,ปิดใช้งาน Breakpoint,Kesme Noktasını devre dışı bırak,Tắt Điểm Dừng,停用断点,停用断点,停用斷點
Studio.App.DocumentationView.LearnMore,,,Learn more,Learn more,معرفة المزيد,Mehr erfahren,Aprende más,En savoir plus,ज़्यादा जानें,Pelajari selengkapnya,Maggiori informazioni,もっと詳しく,더 알아보기,Dowiedz się więcej,Saiba mais,,เรียนรู้เพิ่มเติม,Daha fazla bilgi edin,Tìm hiểu thêm,了解更多,了解更多,了解更多
Studio.App.DocumentationView.Overloads,,,overloads,overloads,أحمال زائدة,Überladungen,sobrecargas,surcharges,ओवरलोड डालता है,kelebihan muatan,overload,オーバーロード,오버로드,przeciążenia,sobrecargas,,โอเวอร์โหลด,geçersiz bırakma,quá tải,过载,过载,過載
Studio.App.RBXMainWindow.SaveTheActivePlace,,,Save the active place to the location currently open in Studio,Save the active place to the location currently open in Studio,حفظ المكان النشط في الموقع المفتوح حاليًا في Studio,"Den aktiven Ort an dem Speicherort speichern, der gerade in Studio geöffnet ist",Guardar el lugar activo en la ubicación actualmente abierta en Studio,Enregistrer l'emplacement actif dans le dossier actuellement ouvert dans Studio,Studio में फ़िलहाल खुली हुई लोकेशन पर ऐक्टिव प्लेस को सेव करें,Simpan tempat aktif ke lokasi yang saat ini terbuka di Studio,Salva la località attiva nel luogo attualmente aperto in Studio,アクティブなプレースを現在、Studioで開いている場所に保存,현재 Studio에서 열려 있는 위치에 활성 플레이스를 저장합니다.,Zapisz aktywne miejsce w lokalizacji otwartej aktualnie w Studio,Salve o local ativo atualmente aberto no Studio,,บันทึกสถานที่ที่ใช้งานอยู่ไปยังตำแหน่งที่เปิดใน Studio ในขณะนี้,Etkin mekânı şu an Studio'da açık olan konuma kaydet,Lưu địa điểm đang hoạt động vào vị trí hiện đang mở trong Studio,将活跃场景保存至当前在 Studio 中打开的位置,将活跃场景保存至当前在 Studio 中打开的位置,將活躍地點儲存到目前在 Studio 開啟的位置
Studio.App.Property.ShowPathfindingLinks,,,Show Pathfinding Links,Show Pathfinding Links,عرض روابط البحث عن المسار,Pfadfindungslinks anzeigen,Mostrar los enlaces de búsqueda de rutas,Afficher les liens de recherche de chemin,पाथफ़ाइंडिंग लिंक्स दिखाएँ,Tampilkan Tautan Pathfinding,Mostra collegamenti di pathfinding,経路探索リンクを表示,경로 찾기 링크 표시,Pokaż linki do wyszukiwania ścieżek,Mostrar links de busca de rotas,,แสดงจุดเชื่อมโยงการค้นหาเส้นทาง,Yol bulma bağlantılarını göster,Hiển Thị Liên Kết Tìm Đường Dẫn,显示路径搜索链接,显示路径搜索链接,顯示路徑搜尋連接
Studio.App.BetaFeatures.ContextualCTRLSTitle,,,Contextual CTRL+S,Contextual CTRL+S,اختصار CTRL+S السياقي,Kontextuell STRG + S,CTRL contextual+S,CTRL+S contextuel,कॉन्टेक्स्चुअल Ctrl+S,CTRL+S Kontekstual,CTRL+S contestuale,状況依存 CTRLキー+S,상황별 CTRL+S,Kontekstowe CTRL+S,CTRL+S contextual,,CTRL+S ตามบริบท,Bağlamsal CTRL+S,CTRL+S theo ngữ cảnh,上下文 CTRL+S,上下文 CTRL+S,情境 CTRL+S
Studio.App.BetaFeatures.ContextualCTRLSDescription,,,CTRL+S saves the place to the location (Local or Roblox) currently open in Studio.,CTRL+S saves the place to the location (Local or Roblox) currently open in Studio.,يؤدي الضغط على الاختصار CTRL+S إلى حفظ المكان في الموقع (المحلي أو Roblox) المفتوح حاليًا في Studio.,"STRG + S speichert den Ort an dem Speicherort (Lokal oder Roblox), der gerade in Studio geöffnet ist.",CTRL+S guarda el lugar en la ubicación (Local o Roblox) actualmente abierta en Studio.,CTRL+S enregistre l'emplacement dans le dossier (local ou Roblox) qui est actuellement ouvert dans Studio.,"Ctrl+S दबाने से प्लेस, Studio में इस समय खुली हुई लोकेशन (Local या Roblox) पर सेव हो जाता है.",CTRL+S menyimpan tempat di lokasi (Lokal atau Roblox) yang saat ini terbuka di Studio.,CTRL+S salva la località nel luogo (Local o Roblox) attualmente aperto in Studio.,CTRLキー+SでStudio上で現在、開いている場所（ローカルまたは Roblox）にプレースを保存。,CTRL+S는 현재 Studio에서 열려 있는 위치(로컬 또는 Roblox)에 플레이스를 저장합니다.,CTRL+S zapisuje miejsce w lokalizacji (lokalnej lub na platformie Roblox) otwartej aktualnie w Studio.,CTRL+S salva o local na localidade (Local ou Roblox) atualmente aberto no Studio.,,บันทึกสถานที่ไปยังตำแหน่ง (ในเครื่องหรือ Roblox)ที่เปิดใน Studio ในขณะนี้,"CTRL+S, mekânı şu an Studio'da açık olan konuma (yerel veya Roblox'ta) kaydeder.",CTRL+S lưu địa điểm đến vị trí (Cục Bộ hoặc Roblox) hiện đang mở trong Studio.,CTRL+S 会将场景保存至当前在 Studio 中打开的位置 (本地或 Roblox)。,CTRL+S 会将场景保存至当前在 Studio 中打开的位置 (本地或 Roblox)。,CTRL+S 會將地點儲存到目前在 Studio 開啟的位置（本機或 Roblox）。
Studio.App.FBXDynamicHeadImporter.FailureException1,,,Failed importing head with facial animation: %1,Failed importing head with facial animation: %1,تعذَّر استيراد الرأس مع محرك الوجه: %1,Fehler beim Importieren des Kopfes mit Gesichtsanimation: %1,Error al importar cabeza con animación facial: %1,Échec de l'importation de la tête avec animation faciale : %1,फ़ेशियल ऐनिमेशन के साथ हेड इंपोर्ट नहीं किया जा सका : %1,Gagal mengimpor kepala dengan animasi wajah: %1,Importazione della testa con animazione facciale non riuscita: %1,表情アニメーションつきの頭をインポートができませんでした: %1,얼굴 애니메이션 머리 가져오기 실패: %1,Nie udało się zaimportować głowy z animacją twarzy: %1,Falha ao importar cabeça com animação facial: %1,,นำเข้าศีรษะที่มีการเคลื่อนไหวใบหน้าไม่สำเร็จ: %1,Yüz animasyonlu kafanın içe aktarımı başarısız: %1,Không nhập được đầu với hiệu ứng động khuôn mặt: %1,导入面部动画头部失败：%1,导入面部动画头部失败：%1,無法匯入臉部動畫頭部：%1
Studio.App.FBXDynamicHeadImporter.Success2,,,Successfully loaded FACS control data: found %1 of %2 controls,Successfully loaded FACS control data: found %1 of %2 controls,تم تحميل بيانات عناصر التحكم لنظام FACS بنجاح: تم العثور على %1 من أصل %2 من عناصر التحكم,FACS-Kontrolldaten erfolgreich geladen: %1 von %2 Kontrollen gefunden,Datos de control de HACS cargados con éxito: se encontraron %1 de %2 controles,Chargement réussi des données de contrôle FACS : %1 des %2 contrôles trouvés,FACS कंट्रोल डेटा लोड हो गया है : %2 में से %1 कंट्रोल मिला,Berhasil me-load data kontrol FACS: menemukan %1 dari %2 kontrol,Dati di controllo FACS caricati correttamente: trovato %1 di %2 comandi,FACSコントロールデータをロードできました: %2 件中 %1 件のコントロールが見つかりました,FACS 제어 데이터 불러오기 완료: %2 제어 중 %1(을)를 찾았습니다,Wczytano dane sterowania FACS: znaleziono %1 z %2 elementów sterujących,Dados de controle FACS carregados com sucesso: %1 de %2 controles encontrados,,โหลดข้อมูลการควบคุม FACS สำเร็จแล้ว: พบการควบคุม %1 จาก %2 รายการ,Yüz hareketi kodlama sistemi verileri başarıyla yüklendi: %2 kontrolden %1 tanesi bulundu,Đã tải thành công dữ liệu điều khiển FACS: đã tìm thấy %1 của %2 điều khiển,成功加载 FACS 控制数据：找到 %1/%2 个控制项,成功加载 FACS 控制数据：找到 %1/%2 个控制项,成功載入 FACS 控制項資料：找到 %1/%2 個控制項
Studio.App.FBXDynamicHeadImporter.UniqueJointNames1,,,Found more than one joint named %1.  All joints must have unique names.,Found more than one joint named %1.  All joints must have unique names.,تم العثور على أكثر من مفصل واحد باسم %1. يجب اختيار أسماء فريدة لكل المفاصل.,Es wurde mehr als eine Verbindung mit dem Namen %1 gefunden. Alle Verbindungen müssen eindeutige Namen haben.,Se encontraron más de una articulación llamada %1. Todas las articulaciones deben tener nombres únicos.,Plusieurs raccords nommés « %1 » ont été trouvés. Chaque raccord doit avoir un nom unique.,%1 नाम के एक से ज़्यादा जॉइंट मिले. सभी जॉइंट के नाम यूनीक होने चाहिए.,Ditemukan lebih dari satu sendi bernama %1. Semua sendi harus memiliki nama yang unik.,Trovata più di una giunzione denominata %1. Tutte le giunzioni devono avere nomi univoci.,%1という名前の複数のジョイントが見つかりました。すべてのジョイントには一意の名前が必要です。,이름이 %1인 조인트를 두 개 이상 찾았습니다. 모든 조인트에는 고유한 이름이 있어야 합니다.,Znaleziono więcej niż jeden staw o nazwie %1. Wszystkie stawy muszą mieć unikatowe nazwy.,Foi encontrada mais de uma articulação chamada %1. Todas as articulações devem ter nomes únicos.,,พบข้อต่อมากกว่าหนึ่งรายการที่มีชื่อว่า %1  ข้อต่อทั้งหมดต้องมีชื่อที่ไม่ซ้ำกัน,%1 adını taşıyan birden fazla eklem bulundu. Tüm eklemlerin kendi adlarının olması gerekir.,Tìm thấy nhiều hơn một khớp được đặt tên %1. Tất cả các khớp phải có tên duy nhất.,找到多个名称为 %1 的关节。关节名称不能重复使用。,找到多个名称为 %1 的关节。关节名称不能重复使用。,找到多個名稱為 %1 的接合。接合的名稱無法重複。
