Key,Source,de-de,en-us,es-es,fr-fr,it-it,ja-jp,ko-kr,pt-br,ru-ru,zh-cjv,zh-cn,zh-tw
Studio.GameSettings.General.ClothingPants,Pants ID,Hosen-ID,Pants ID,ID de los pantalones,ID pantalon,ID pantaloni,パンツID,바지 ID,ID das calças,ID штанов,裤子ID,裤子ID,褲子 ID
Studio.GameSettings.General.PresetDefault,Default,Standard,Default,Predeterminado,Par défaut,Predefinito,デフォルト,기본값,Padrão,По умолчанию,默认,默认,預設
Studio.GameSettings.General.PresetClassicScale,Classic Scale,Klassisches Größenverhältnis,Classic Scale,Escalado clásico,Échelle classique,Ridimensionamento classico,標準的な拡大/縮小,클래식 배율,Escala clássica,Классическая шкала,经典比例,经典比例,經典比例
Studio.GameSettings.VRPrompt.Title,VR Experience Agreement, ,VR Experience Agreement,Acuerdo de Experiencia RV,Accord sur l'expérience RV,VR Accordo Esperienza,VR体験同意書,VR 체험 계약,Acordo de Experiência RV, ,VR 体验协议,VR 体验协议,VR 體驗協議
Studio.GameSettings.General.AnimationPlayerChoice,Player Choice,Benutzerdefiniert,Player Choice,Elección del jugador,Choix du joueur,Scelta del giocatore,プレイヤーの選択,플레이어의 선택,Escolha do jogador,Выбор игрока,玩家选择,玩家选择,玩家選擇
Studio.GameSettings.General.AvatarTypePlayerChoice,Player Choice,Benutzerdefiniert,Player Choice,Elección del jugador,Choix du joueur,Scelta del giocatore,プレイヤーチョイス,플레이어의 선택,Escolha do jogador,Выбор игрока,玩家选择,玩家选择,玩家選擇
Studio.GameSettings.General.PresetPlayerChoice,Player Choice,Benutzerdefiniert,Player Choice,Elección del jugador,Choix du joueur,Scelta del giocatore,プレイヤーチョイス,플레이어의 선택,Escolha do jogador,Выбор игрока,玩家选择,玩家选择,玩家選擇
Studio.GameSettings.Places.ServerFill,Server Fill, ,Server Fill,Relleno del servidor,Alimentation serveur,Riempimento server,サーバー充填,서버 채우기,Preenchimento do servidor, ,服务器填充,服务器填充,伺服器填滿方式
Studio.GameSettings.General.AvatarTypeR15,R15, ,R15,R15,R15,R15,15才以上,R15,R15,R15,R15,R15,R15
Studio.GameSettings.General.AvatarTypeWarning,Change Avatar Type will shut down the running game when save settings,"Wenn du die Avatar-Art änderst, wird das ausgeführte Spiel beim Speichern der Einstellungen beendet.",Change Avatar Type will shut down the running game when save settings,Cambiar el tipo de avatar cerrará el juego en ejecución al guardar la configuración,"Si vous changez le type d'avatar, la partie en cours prendra fin lors de l'enregistrement des paramètres.",Cambiare il tipo di avatar arresterà il gioco in esecuzione quando vengono salvate le impostazioni,保存設定がしてある場合、アバタータイプを変更すると実行中のゲームが終了します,아바타 유형을 변경하면 설정 저장 시 실행 중인 게임이 종료됩니다,Alterar o tipo do avatar desativará o jogo em execução ao salvar as configurações,Изменение типа аватара отключит запущенную игру при сохранении настроек,更改虚拟形象类型会在保存设置时关闭进行中的游戏,更改虚拟形象类型会在保存设置时关闭进行中的游戏,變更虛擬人偶類型會在儲存設定時關閉進行中的遊戲
Studio.GameSettings.General.CollisionOuterBox,Outer Box,Außenfeld,Outer Box,Caja externa,Zone externe,Box esterna,外箱,바깥 상자,Caixa externa,Внешний ящик,外范围,外范围,外範圍
Studio.GameSettings.Security.EnableThirdPartyTeleportsDescription,"By enabling, players can be teleported to other games. However, teleports between places in this game and between games owned by the same creator will be permitted.", ,"By enabling, players can be teleported to other games. However, teleports between places in this game and between games owned by the same creator will be permitted.","Al activarlos, los jugadores se pueden teletransportar a otros juegos. Sin embargo, se permitirán los telepuertos entre lugares en este juego y entre juegos de propiedad del mismo creador.","En l'activant, les joueurs peuvent être téléportés vers d'autres jeux. Toutefois, les téléportations entre les lieux de ce jeu et entre les jeux appartenant au même créateur seront autorisées.","Abilitando questa opzione, i giocatori potranno essere teletrasportati in altri giochi. Tuttavia, sarà consentito solo il teletrasporto tra località dello stesso gioco e tra giochi dello stesso creatore.",有効化すると、プレイヤーは他のゲームにテレポートされます。しかし、このゲーム上のプレースと同じクリエーターが所有しているゲーム間のテレポートは許可されています。,"이 옵션을 활성화하면 플레이어가 다른 게임으로 텔레포트할 수 있습니다. 단, 이 게임 내의 플레이스 간에, 그리고 동일한 크리에이터가 제작한 다른 게임 간에만 가능합니다.","Ao ativar isto, jogadores podem ser teleportados para outros jogos. No entanto, somente teleportes entre locais neste jogo e entre jogos de propriedade do mesmo criador serão permitidos.", ,启用此选项后，玩家将可以传送至其他游戏。然而，玩家将可以进行此游戏不同场景间的传送及同一游戏创作者不同游戏间的传送。,启用此选项后，玩家将可以传送至其他游戏。然而，玩家将可以进行此游戏不同场景间的传送及同一游戏创作者不同游戏间的传送。,若啟用此選項，玩家就可已傳送到其他遊戲。但是，玩家只能在同一個遊戲的地點之間或同一個創作者的遊戲之間進行傳送。
Studio.GameSettings.General.CollisionInnerBox,Inner Box,Innenfeld,Inner Box,Caja interna,Zone interne,Box interna,内箱,안쪽 상자,Caixa interna,Внутренний ящик,内范围,内范围,內範圍
Studio.GameSettings.General.AvatarOverrideItem,Custom Item,Benutzerdefiniertes Element,Custom Item,Objeto personalizado,Élément personnalisé,Oggetto personalizzato,カスタムアイテム,사용자 정의 아이템,Item personalizado,Пользовательский элемент,自定义项目,自定义项目,自訂道具
Studio.GameSettings.AccessPermissions.PublishRequiredForCollaborators,adding collaborators, ,adding collaborators,añadiendo colaboradores,ajout de collaborateurs,per l'aggiunta dei collaboratori,共同制作者を追加中,공동 작업자 추가,adicionar colaboradores,добавление участников совместной работы,正在添加协作者,正在添加协作者,增加合夥人
Studio.GameSettings.Permissions.PublishRequiredForCollaborators,adding collaborators, ,adding collaborators,añadiendo colaboradores,ajout de collaborateurs,per l'aggiunta dei collaboratori,共同制作者を追加中,공동 작업자 추가,adicionando colaboradores, ,正在添加协作者,正在添加协作者,增加合夥人
Studio.GameSettings.General.AvatarOverrideId,ID Number,ID-Nummer,ID Number,Número del ID,Numéro ID,Numero ID,ID番号,ID 번호,Número de ID,Идентификационный номер,ID码,ID码,ID 號碼
Studio.GameSettings.General.ErrorOverrideEmpty,ID Number cannot be empty,ID-Nummer darf nicht leer sein,ID Number cannot be empty,El número del ID no puede estar vacío,Le numéro ID ne peut pas être vide.,Il numero ID non può essere vuoto,ID番号を空欄にはできません,ID 번호는 비워두면 안 돼요,O número de ID não pode ficar vazio,Номер не может быть пустым,ID码不能为空,ID码不能为空,ID 號碼不可空白
Studio.GameSettings.General.CategoryDeveloperSubscriptions,Subscriptions,Abonnements,Subscriptions,Suscripciones,Abonnements,Abbonamenti,サブスクリプション,구독,Assinaturas,Подписки,订阅,订阅,訂閱
Studio.GameSettings.General.DevSubsListHeader,Subscriptions, ,Subscriptions,Suscripciones,Abonnements,Abbonamenti,サブスクリプション,구독,Assinaturas,Подписки разработчика,订阅,订阅,訂閱
Studio.GameSettings.General.SettingsInsufficientPermission,Only the game owner can edit these settings, ,Only the game owner can edit these settings,Solo el propietario del juego puede editar estas configuraciones,Seul le propriétaire du jeu peut modifier ces paramètres,Solo il proprietario del gioco può modificare queste impostazioni,これらの設定はゲーム所有者だけが編集できます,게임 소유자만 이 설정을 편집할 수 있습니다,Somente o proprietário do jogo pode editar estas configurações, ,只有游戏所有者才能对这些设置进行编辑,只有游戏所有者才能对这些设置进行编辑,只有遊戲主人可以編輯這些設定
Studio.GameSettings.General.CategoryAccessPermissions,Permissions,Berechtigungen,Permissions,Permisos,Autorisations,Autorizzazioni,許可,권한,Permissões,Разрешения,权限,权限,許可
Studio.GameSettings.General.CategoryPermissions,Permissions, ,Permissions,Permisos,Autorisations,Autorizzazioni,権限,권한,Permissões, ,权限,权限,權限
Studio.GameSettings.General.TitleGameOwner,Game Owner,Spielbesitzer,Game Owner,Propietario del juego,Propriétaire du jeu,Proprietario del gioco,ゲーム所有者,게임 소유자,Proprietário do jogo,Владелец игры,游戏所有者,游戏所有者,遊戲主人
Studio.GameSettings.General.DevSubsEditHeader,Edit Subscription, ,Edit Subscription,Editar suscripción,Modifier abonnement,Modifica abbonamento,サブスクリプションを編集,구독 편집,Editar assinatura,Изменить подписку разработчика,编辑订阅,编辑订阅,編輯訂閱
Studio.GameSettings.Permissions.NoEditMustBeFriendDescription,User must be a friend to edit, ,User must be a friend to edit,El usuario tiene que ser un(a) amigo(a) para poder editar,L'utilisateur doit être un ami à modifier,"Per modificare, l'utente deve essere un amico",編集するには友達である必要があります,편집하려면 사용자가 친구여야 합니다,O usuário precisa ser uma amizade para editar, ,用户必须是好友才能编辑,用户必须是好友才能编辑,使用者必須為好友才可編輯
Studio.GameSettings.General.DevSubsPrice,Price,Preis,Price,Precio,Prix,Prezzo,価格,가격,Preço,Цена,价格,价格,價格
Studio.GameSettings.Monetization.PriceTitle,Price, ,Price,Precio,Prix,Prezzo,価格,가격,Preço, ,价格,价格,價格
Studio.GameSettings.General.DevSubsImage,Image,Bild,Image,Imagen,Image,Immagine,画像,이미지,Imagem,Изображение,图片,图片,圖像
Studio.GameSettings.General.DevSubsDuration,Pre-paid, ,Pre-paid,Prepago,Pré-payé,Prepagato,プリペイド,선불,Pré-pago,Продолжительность,预付费,预付费,預付
Studio.GameSettings.OptInLocations.EmailDialogBody,"Your game will be reviewed by moderators to ensure that your game is compliant with Chinese content regulations. After your game is reviewed, we will send you review feedback.", ,"Your game will be reviewed by moderators to ensure that your game is compliant with Chinese content regulations. After your game is reviewed, we will send you review feedback.","Tu juego será revisado por los moderadores para asegurar que cumpla con las normas de contenido chinas. Después de su revisión, te enviaremos retroalimentación.","Ton jeu sera examiné par des modérateurs afin de s'assurer que ton jeu est conforme à la réglementation chinoise en matière de contenu. Après l'examen de ton jeu, nous t'enverrons des commentaires.","Il tuo gioco sarà sottoposto a revisione da parte dei moderatori per garantire che sia conforme alle norme cinesi sui contenuti. Al termine della revisione del tuo gioco, ti invieremo un feedback.",あなたのゲームは、中国のコンテンツ規制を確実に遵守するように内容審査スタッフによってレビューされます。ゲームのレビュー後、レビューフィードバックを送信します。,게임이 중국 콘텐츠 규정을 준수하는지 확인하기 위해 검열팀에서 게임을 검토합니다. 게임 검토가 완료되면 검토 피드백을 보내드립니다.,"Seu jogo será avaliado por moderadores para garantir que segue as regras de conteúdo da China. Depois que seu jogo for avaliado, enviaremos o resultado da avaliação.", ,你的游戏将由审核员进行审核，以确保游戏符合中国的内容规定。在游戏被审核后，我们将向你发送审核反馈。,你的游戏将由审核员进行审核，以确保游戏符合中国的内容规定。在游戏被审核后，我们将向你发送审核反馈。,我們的管理員會審查您的遊戲，確保您的遊戲符合中國內容規定。審查完成後，我們會將詳細資料以電子郵件傳送給您。
