Key,Context,Example,Source,de,en-us,es,es-es,fr,id,it,ja,ko,pt,pt-br,ru,th-th,zh-cn,zh-tw,zh-cjv,pl,vi,tr,ar
Feature.SettingsHub.Message.BlockConfirmation,,,You and {DISPLAY_NAME} (@{RBX_NAME}) will no longer be able to communicate with each other.,Du und {DISPLAY_NAME} (@{RBX_NAME}) könnt nicht mehr miteinander kommunizieren.,You and {DISPLAY_NAME} (@{RBX_NAME}) will no longer be able to communicate with each other.,Tú y {DISPLAY_NAME} (@{RBX_NAME}) ya no podrán comunicarse.,Tú y {DISPLAY_NAME} (@{RBX_NAME}) ya no podrán comunicarse.,Toi et {DISPLAY_NAME} (@{RBX_NAME}) ne pourront plus communiquer entre vous.,Kamu dan {DISPLAY_NAME} (@{RBX_NAME}) tidak akan lagi dapat berkomunikasi satu sama lain.,Tu e {DISPLAY_NAME} (@{RBX_NAME}) non potrete più comunicare tra di voi.,あなたと {DISPLAY_NAME} (@{RBX_NAME}) さんは、お互いにやりとりすることができなくなりました。,이제 {DISPLAY_NAME} (@{RBX_NAME}) 님과는 더 이상 소통할 수 없게 됩니다.,Você e {DISPLAY_NAME} (@{RBX_NAME}) não poderão mais se comunicar.,Você e {DISPLAY_NAME} (@{RBX_NAME}) não poderão mais se comunicar.,Ты и {DISPLAY_NAME} (@{RBX_NAME}) больше не сможете общаться друг с другом.,คุณและ {DISPLAY_NAME} (@{RBX_NAME}) จะไม่สามารถสื่อสารกันได้อีกต่อไป,你和 {DISPLAY_NAME}（@{RBX_NAME}）将无法和彼此沟通。,您和 {DISPLAY_NAME}（@{RBX_NAME}）將無法互相交流。,你和 {DISPLAY_NAME}（@{RBX_NAME}）将无法和彼此沟通。,Ty i użytkownik {DISPLAY_NAME} (@{RBX_NAME}) utracicie możliwość wzajemnej komunikacji.,Bạn và {DISPLAY_NAME} (@{RBX_NAME}) sẽ không liên lạc được với nhau nữa.,Sen ve {DISPLAY_NAME} (@{RBX_NAME}) artık birbirinizle iletişim kuramayacaksınız.,لن تتمكن أنت و {DISPLAY_NAME} (@{RBX_NAME}) من التواصل مع بعضكما بعد الآن.
CoreScripts.AvatarEditorPrompts.DeleteOutfitPromptTitle,,,Delete Avatar Character,Avatarcharakter löschen,Delete Avatar Character,Eliminar avatar,Eliminar avatar,Supprimer le personnage de l'avatar,Hapus Karakter Avatar,Elimina personaggio avatar,アバターキャラクターを削除,아바타 캐릭터 삭제,Excluir personagem do avatar,Excluir personagem do avatar,Удаление персонажа аватара,ลบตัวละครอวาตาร์,删除虚拟形象角色,刪除虛擬人偶角色,删除虚拟形象角色,Usuń postać awatara,Xóa Nhân Vật Avatar,Avatar Karakterini Sil,حذف شخصية الأفاتار
Feature.SettingsHub.Heading.Report.ThanksForReport,,,Thanks for your report!,Danke für deine Meldung!,Thanks for your report!,¡Gracias por tu denuncia!,¡Gracias por tu denuncia!,Merci pour ce signalement !,Terima kasih atas laporan kamu.,Grazie della segnalazione!,ご報告ありがとうございました！,신고해 주셔서 감사합니다!,Obrigado por sua denúncia!,Obrigado por sua denúncia!,Спасибо за сообщение!,ขอบคุณสำหรับการรายงานของคุณ!,感谢你的举报！,感謝您的檢舉！,感谢你的举报！,Dziękujemy za zgłoszenie!,Cảm ơn bạn đã báo cáo!,Bildirimde bulunduğun için teşekkürler!,شكرًا على إرسال البلاغ!
Feature.SettingsHub.Label.Report.ReceivedReportBody,,,We’ve received your report and will take action soon if needed. Your feedback helps keep our community safe.,Wir haben deine Meldung erhalten und werden uns gegebenenfalls so bald wie möglich darum kümmern. Dein Feedback hilft uns beim Schutz unserer Community.,We’ve received your report and will take action soon if needed. Your feedback helps keep our community safe.,Recibimos tu informe y tomaremos medidas pronto si es necesario. Tus comentarios ayudan a proteger nuestra comunidad.,Recibimos tu informe y tomaremos medidas pronto si es necesario. Tus comentarios ayudan a proteger nuestra comunidad.,Nous avons reçu ton rapport et nous prendrons des mesures rapidement si nécessaire. Tes commentaires nous aident à assurer la sécurité de notre communauté.,Kami telah menerima laporan kamu dan akan segera mengambil tindakan jika diperlukan. Masukan kamu akan membantu menjaga keamanan komunitas kami.,"Abbiamo ricevuto la tua segnalazione e, se necessario, agiremo presto. Il tuo feedback aiuta a mantenere la nostra comunità al sicuro.",あなたの報告を受け取りました。必要があれば対処いたします。あなたのフィードバックは当社のコミュニティを安全に保つために役立っています。,"신고가 접수되었으며, 필요한 경우 곧 조치를 취하겠습니다. 회원님의 피드백은 Roblox 커뮤니티를 안전하게 유지하는 데 도움이 됩니다.",Recebemos sua denúncia e em breve tomaremos as ações necessárias. Seus comentários ajudam a manter nossa comunidade segura.,Recebemos sua denúncia e em breve tomaremos as ações necessárias. Seus comentários ajudam a manter nossa comunidade segura.,Мы получили жалобу и рассмотрим её в ближайшее время. Благодаря твоей обратной связи наше сообщество остаётся безопасным.,เราได้รับรายงานของคุณแล้วและจะดำเนินการให้เร็วที่สุดหากจำเป็น ข้อเสนอแนะของคุณช่วยรักษาชุมชนของเราให้ปลอดภัย,我们已收到你的举报，将会根据需要尽快采取必要的行动。感谢你的反馈，让我们的社区更加安全。,我們收到了您的檢舉報告，並會盡快採取行動。我們有了您的幫助才能維護社群的安全。,我们已收到你的举报，将会根据需要尽快采取必要的行动。感谢你的反馈，让我们的社区更加安全。,Otrzymaliśmy twoje zgłoszenie. W razie potrzeby podejmiemy odpowiednie. Twoje opinie pomagają nam dbać o bezpieczeństwo społeczności.,Chúng tôi đã nhận được báo cáo của bạn và sẽ sớm tiến hành các biện pháp nếu cần. Phản hồi của bạn sẽ giúp cho cộng đồng của chúng ta an toàn hơn.,"Yaptığın bildirim bize ulaştı ve gerekirse harekete geçeceğiz. Geri bildirimin, topluluğumuzun güvende kalmasına yardımcı oluyor.",لقد تلقينا تقريرك وسوف نتخذ الإجراء المناسب إذا لزم الأمر. ملاحظاتك تساهم بالحفاظ على سلامة مجتمعنا.
Feature.SettingsHub.Label.Report.OtherActionsHeader,,,Other steps you can take,"Andere Maßnahmen, die du erheben kannst",Other steps you can take,Otras medidas que puedes tomar,Otras medidas que puedes tomar,Autres mesures que tu peux prendre,Langkah lain yang dapat kamu lakukan,Altri passaggi che puoi fare,他にできること,취할 수 있는 기타 조치,Outras medidas que você pode tomar,Outras medidas que você pode tomar,Другие возможные шаги,สิ่งอื่นที่คุณสามารถทำได้,其他可以采取的步骤,其他可以採取的步驟,其他可以采取的步骤,"Inne kroki, które możesz podjąć",Các bước khác bạn có thể thực hiện,Atabileceğin Diğer Adımlar,خطوات أخرى يمكنك اتخاذها
Feature.SettingsHub.Action.Report.Done,,,Done,Fertig,Done,Hecho,Hecho,Fait,Selesai,Fatto,終了,완료,Feito,Feito,Готово,เสร็จสิ้น,完成,完成,完成,Gotowe,Hoàn Thành,Bitti,تم
Feature.SettingsHub.Label.Report.BlockDisplayName,,,Block {DISPLAY_NAME} (@{RBX_NAME}),{DISPLAY_NAME} (@{RBX_NAME}) blockieren,Block {DISPLAY_NAME} (@{RBX_NAME}),Bloquear {DISPLAY_NAME} (@{RBX_NAME}),Bloquear {DISPLAY_NAME} (@{RBX_NAME}),Bloquer {DISPLAY_NAME} (@{RBX_NAME}),Blokir {DISPLAY_NAME} (@{RBX_NAME}),Blocca {DISPLAY_NAME} (@{RBX_NAME}),{DISPLAY_NAME} (@{RBX_NAME}) さんをブロック,{DISPLAY_NAME}(@{RBX_NAME})님 차단,Bloquear {DISPLAY_NAME} (@{RBX_NAME}),Bloquear {DISPLAY_NAME} (@{RBX_NAME}),Заблокировать {DISPLAY_NAME} (@{RBX_NAME}),บล็อค {DISPLAY_NAME} (@{RBX_NAME}),屏蔽 {DISPLAY_NAME}（@{RBX_NAME}）,封鎖 {DISPLAY_NAME}（@{RBX_NAME}）,屏蔽 {DISPLAY_NAME}（@{RBX_NAME}）,Zablokuj użytkownika {DISPLAY_NAME} (@{RBX_NAME}),Chặn {DISPLAY_NAME} (@{RBX_NAME}),{DISPLAY_NAME} (@{RBX_NAME}) adlı kullanıcıyı engelle,حظر {DISPLAY_NAME} (@{RBX_NAME})
Feature.SettingsHub.Label.Report.UnblockDisplayName,,,Unblock {DISPLAY_NAME} (@{RBX_NAME}),{DISPLAY_NAME} (@{RBX_NAME}) nicht mehr blockieren,Unblock {DISPLAY_NAME} (@{RBX_NAME}),Desbloquear {DISPLAY_NAME} (@{RBX_NAME}),Desbloquear {DISPLAY_NAME} (@{RBX_NAME}),Débloquer {DISPLAY_NAME} (@{RBX_NAME}),Buka blokir {DISPLAY_NAME} (@{RBX_NAME}),Sblocca {DISPLAY_NAME} (@{RBX_NAME}),{DISPLAY_NAME} (@{RBX_NAME}) さんのブロック解除,{DISPLAY_NAME}(@{RBX_NAME})님 차단 해제,Desbloquear {DISPLAY_NAME}(@{RBX_NAME}),Desbloquear {DISPLAY_NAME}(@{RBX_NAME}),Разблокировать {DISPLAY_NAME} (@{RBX_NAME}),เลิกบล็อค {DISPLAY_NAME} (@{RBX_NAME}),取消屏蔽 {DISPLAY_NAME}（@{RBX_NAME}）,解除封鎖 {DISPLAY_NAME}（@{RBX_NAME}）,取消屏蔽 {DISPLAY_NAME}（@{RBX_NAME}）,Odblokuj użytkownika {DISPLAY_NAME} (@{RBX_NAME}),Bỏ Chặn {DISPLAY_NAME} (@{RBX_NAME}),{DISPLAY_NAME} (@{RBX_NAME}) adlı kullanıcının engelini kaldır,إلغاء حظر {DISPLAY_NAME} (@{RBX_NAME})
CoreScripts.AvatarEditorPrompts.DeleteOutfitPromptText,,,Do you want to delete character {RBX_NAME} from Roblox?,Möchtest du Charakter {RBX_NAME} von Roblox löschen?,Do you want to delete character {RBX_NAME} from Roblox?,¿Quieres eliminar el avatar {RBX_NAME} de Roblox?,¿Quieres eliminar el avatar {RBX_NAME} de Roblox?,Veux-tu supprimer le personnage {RBX_NAME} de Roblox ?,Kamu ingin menghapus karakter {RBX_NAME} dari Roblox?,Vuoi eliminare il carattere {RBX_NAME} da Roblox?,Robloxから {RBX_NAME} のキャラクターを削除しますか？,Roblox에서 {RBX_NAME}(을)를 삭제할까요?,Gostaria de excluir o personagem {RBX_NAME} da Roblox?,Gostaria de excluir o personagem {RBX_NAME} da Roblox?,Хочешь удалить персонажа {RBX_NAME} из Roblox?,"คุณต้องการลบตัวละคร ""{RBX_NAME}"" ออกจาก Roblox ใช่หรือไม่?",确定从 Roblox 删除角色 {RBX_NAME}？,確定從 Roblox 刪除角色 {RBX_NAME}？,确定从 Roblox 删除角色 {RBX_NAME}？,Czy chcesz usunąć postać {RBX_NAME} z platformy Roblox?,Bạn có muốn xóa nhân vật {RBX_NAME} khỏi Roblox?,{RBX_NAME} karakterini Roblox'tan silmek ister misin?,هل تريد حذف الشخصية {RBX_NAME} من Roblox؟
CoreScripts.AvatarEditorPrompts.DeleteOutfitPromptTextNoName,,,Do you want to delete this character from Roblox?,Möchtest du diesen Charakter von Roblox löschen?,Do you want to delete this character from Roblox?,¿Quieres eliminar este personaje de Roblox?,¿Quieres eliminar este personaje de Roblox?,Veux-tu supprimer ce personnage de Roblox ?,Kamu ingin menghapus karakter ini dari Roblox?,Vuoi eliminare questo personaggio da Roblox?,Robloxからこのキャラクターを削除しますか？,Roblox에서 이 캐릭터를 삭제할까요?,Gostaria de excluir este personagem da Roblox?,Gostaria de excluir este personagem da Roblox?,Хочешь удалить этого персонажа из Roblox?,คุณต้องการลบตัวละครนี้ออกจาก Roblox ใช่หรือไม่?,确定从 Roblox 删除此角色 ？,確定從 Roblox 刪除此角色 ？,确定从 Roblox 删除此角色 ？,Czy chcesz usunąć tę postać z platformy Roblox?,Bạn có muốn xóa nhân vật này khỏi Roblox không?,Bu karakteri Roblox'tan silmek ister misin?,هل تريد حذف هذه الشخصية من Roblox؟
CoreScripts.AvatarEditorPrompts.DeleteOutfitPromptYes,,,Delete,Löschen,Delete,Eliminar,Eliminar,Supprimer,Hapus,Elimina,削除,삭제,Excluir,Excluir,Удалить,ลบ,删除,刪除,删除,Usuń,Xóa,Sil,حذف
CoreScripts.AvatarEditorPrompts.DeleteOutfitPromptNo,,,Cancel,Abbrechen,Cancel,Cancelar,Cancelar,Annuler,Batalkan,Annulla,キャンセル,취소,Cancelar,Cancelar,Отмена,ยกเลิก,取消,取消,取消,Anuluj,Hủy bỏ,İptal Et,إلغاء
InGame.InspectMenu.Description.LayeredClothingR6,,,The R6 body type doesn't support this item.,Der R6-Körpertyp unterstützt den Artikel nicht.,The R6 body type doesn't support this item.,El tipo de cuerpo R6 no permite este objeto.,El tipo de cuerpo R6 no permite este objeto.,Le type de corps R6 ne supporte pas cet article.,Tipe tubuh R6 tidak mendukung item ini.,Il tipo di corpo R6 non supporta questo articolo.,R6 ボディタイプはこのアイテムに対応していません。,R6 체형으로는 이 아이템을 이용할 수 없습니다.,O corpo tipo R6 não suporta este item.,O corpo tipo R6 não suporta este item.,Тип тела R6 не поддерживает этот предмет.,ลักษณะร่างกาย R6 ไม่รองรับไอเท็มนี้,R6 体型不支持此道具。,R6 體型不支援此道具。,R6 体型不支持此道具。,Typ ciała R6 nie obsługuje tego przedmiotu.,Loại cơ thể R6 không hỗ trợ vật phẩm này.,"R6 vücut tipi, bu öğeyi desteklemiyor.",جسم R6 لا يدعم هذا العنصر.
