Key,Context,Example,Source,en-us
Studio.ReflectionMetadata.ReflectionMetadata.GuiService,,,"The GuiService is a special service, which currently allows developers to control what GuiObject is currently being selected by the Gamepad Gui navigator, and allows clients to check if Roblox's main menu is currently open. This service has a lot of hidden members, which are mainly used internally by Roblox's CoreScripts.","The GuiService is a special service, which currently allows developers to control what GuiObject is currently being selected by the Gamepad Gui navigator, and allows clients to check if Roblox's main menu is currently open. This service has a lot of hidden members, which are mainly used internally by Roblox's CoreScripts."
Studio.ReflectionMetadata.ReflectionMetadata.GuiServiceGetGuiInset,,,Returns a Tuple containing two Vector2 values representing the offset of user GUIs in pixels from the top right corner of the screen and the bottom right corner of the screen respectively.,Returns a Tuple containing two Vector2 values representing the offset of user GUIs in pixels from the top right corner of the screen and the bottom right corner of the screen respectively.
Studio.ReflectionMetadata.ReflectionMetadata.Handles,,,A 3D GUI object to represent draggable handles,A 3D GUI object to represent draggable handles
Studio.ReflectionMetadata.ReflectionMetadata.HingeConstraintActuatorType,,,"Type of the rotational actuator: None, Motor, or Servo.","Type of the rotational actuator: None, Motor, or Servo."
Studio.ReflectionMetadata.ReflectionMetadata.HingeConstraintAngularRestitution,,,"Restitution of the two limits, or how elastic they are. Value in [0,1].","Restitution of the two limits, or how elastic they are. Value in [0,1]."
Studio.ReflectionMetadata.ReflectionMetadata.HingeConstraintAngularSpeed,,,"Target angular speed. This value is unsigned as the servo will always move toward its target. Value in [0, inf).","Target angular speed. This value is unsigned as the servo will always move toward its target. Value in [0, inf)."
Studio.ReflectionMetadata.ReflectionMetadata.HingeConstraintAngularVelocity,,,"The target angular velocity of the motor in radians per second around the rotation axis. Value in [0, inf).","The target angular velocity of the motor in radians per second around the rotation axis. Value in [0, inf)."
Studio.ReflectionMetadata.ReflectionMetadata.HingeConstraintCurrentAngle,,,"Signed angle between the SecondaryAxis of Attchement0 and the SecondaryAxis of Attachment1 around the rotation axis. Value in [-180, 180].","Signed angle between the SecondaryAxis of Attchement0 and the SecondaryAxis of Attachment1 around the rotation axis. Value in [-180, 180]."
Studio.ReflectionMetadata.ReflectionMetadata.HingeConstraintLimitsEnabled,,,Enables the angular limits on rotations around the main axis of Attachment0.,Enables the angular limits on rotations around the main axis of Attachment0.
Studio.ReflectionMetadata.ReflectionMetadata.HingeConstraintLowerAngle,,,"Lower limit for the angle from the SecondaryAxis of Attachment0 to the SecondaryAxis of Attachment1 around the rotation axis. Value in [-180, 180].","Lower limit for the angle from the SecondaryAxis of Attachment0 to the SecondaryAxis of Attachment1 around the rotation axis. Value in [-180, 180]."
Studio.ReflectionMetadata.ReflectionMetadata.HingeConstraintMotorMaxAcceleration,,,"The maximum angular acceleration of the motor in radians per second square. Value in [0, inf).","The maximum angular acceleration of the motor in radians per second square. Value in [0, inf)."
Studio.ReflectionMetadata.ReflectionMetadata.HingeConstraintMotorMaxTorque,,,"The maximum torque the motor can apply to achieve the target angular velocity. Value in [0, inf).","The maximum torque the motor can apply to achieve the target angular velocity. Value in [0, inf)."
Studio.ReflectionMetadata.ReflectionMetadata.HingeConstraintRadius,,,"Radius of the in-game visual. Value in [0, inf).","Radius of the in-game visual. Value in [0, inf)."
Studio.ReflectionMetadata.ReflectionMetadata.HingeConstraintServoMaxTorque,,,"Maximum torque the servo motor can apply. Value in [0, inf).","Maximum torque the servo motor can apply. Value in [0, inf)."
Studio.ReflectionMetadata.ReflectionMetadata.HingeConstraintTargetAngle,,,"Target angle for the SecondaryAxis of Attachment1 from the SecondaryAxis of Attachment0 around the rotation axis. Value in [-180, 180].","Target angle for the SecondaryAxis of Attachment1 from the SecondaryAxis of Attachment0 around the rotation axis. Value in [-180, 180]."
Studio.ReflectionMetadata.ReflectionMetadata.HingeConstraintUpperAngle,,,"Upper limit for the angle from the SecondaryAxis of Attachment0 to the SecondaryAxis of Attachment1 around the rotation axis. Value in [-180, 180].","Upper limit for the angle from the SecondaryAxis of Attachment0 to the SecondaryAxis of Attachment1 around the rotation axis. Value in [-180, 180]."
Studio.ReflectionMetadata.ReflectionMetadata.Hopper,,,Use StarterPack instead,Use StarterPack instead
Studio.ReflectionMetadata.ReflectionMetadata.HttpServiceHttpEnabled,,,Enabling http requests from scripts,Enabling http requests from scripts
Studio.ReflectionMetadata.ReflectionMetadata.HumanoidCollisionType,,,"An emum that selects the collision type for R15 and Rthro characters. InnerBox is classic style collisions for all characters, OuterBox is dynamically sized collisions based on Mesh size.","An emum that selects the collision type for R15 and Rthro characters. InnerBox is classic style collisions for all characters, OuterBox is dynamically sized collisions based on Mesh size."
Studio.ReflectionMetadata.ReflectionMetadata.HumanoidDescription,,,An object that specifies the appearance of Humanoid characters,An object that specifies the appearance of Humanoid characters
Studio.ReflectionMetadata.ReflectionMetadata.HumanoidEquipTool,,,Takes a specified tool and equips it to the Humanoid's Character.  Tool argument should be of type 'Tool'.,Takes a specified tool and equips it to the Humanoid's Character.  Tool argument should be of type 'Tool'.
Studio.ReflectionMetadata.ReflectionMetadata.HumanoidGetBodyPartR15,,,Returns a Enum.BodyPartR15 given a body part in the Humanoid's Character.,Returns a Enum.BodyPartR15 given a body part in the Humanoid's Character.
Studio.ReflectionMetadata.ReflectionMetadata.HumanoidHealth,,,"How many hit points the Humanoid has.  When this number reaches 0 or goes below 0, the Humanoid's character falls apart and will respawn.","How many hit points the Humanoid has.  When this number reaches 0 or goes below 0, the Humanoid's character falls apart and will respawn."
Studio.ReflectionMetadata.ReflectionMetadata.HumanoidLeftLeg,,,In R6 this property get the player's left leg. In R15 this gets nothing.,In R6 this property get the player's left leg. In R15 this gets nothing.
Studio.ReflectionMetadata.ReflectionMetadata.HumanoidMaxHealth,,,"The maximum number of hit points a Humanoid's health can reach.  If the Humanoid's health is set over this amount, the health gets set to this value.","The maximum number of hit points a Humanoid's health can reach.  If the Humanoid's health is set over this amount, the health gets set to this value."
Studio.ReflectionMetadata.ReflectionMetadata.HumanoidMoveTo,,,Attempts to move the Humanoid and it's associated character to 'part'. 'location' is used as an offset from part's origin.,Attempts to move the Humanoid and it's associated character to 'part'. 'location' is used as an offset from part's origin.
Studio.ReflectionMetadata.ReflectionMetadata.HumanoidNameOcclusion,,,Sets how to display other humanoid names to this humanoid's player. <a href='http://wiki.roblox.com/index.php/NameOcclusion' target='_blank'>More info</a>,Sets how to display other humanoid names to this humanoid's player. <a href='http://wiki.roblox.com/index.php/NameOcclusion' target='_blank'>More info</a>
Studio.ReflectionMetadata.ReflectionMetadata.HumanoidReplaceBodyPartR15,,,Replaces the desired bodypart on the Humanoid's Character using a specified Enum.BodyPartR15 and BasePart. Returns a success boolean.,Replaces the desired bodypart on the Humanoid's Character using a specified Enum.BodyPartR15 and BasePart. Returns a success boolean.
Studio.ReflectionMetadata.ReflectionMetadata.HumanoidRightLeg,,,In R6 this property get the player's right leg. In R15 this gets nothing.,In R6 this property get the player's right leg. In R15 this gets nothing.
Studio.ReflectionMetadata.ReflectionMetadata.HumanoidTakeDamage,,,Decreases health by the amount.  Use this instead of changing health directly to make sure weapons are filtered for things such as ForceField(s).,Decreases health by the amount.  Use this instead of changing health directly to make sure weapons are filtered for things such as ForceField(s).
