Studio.App.RBXMainWindow.UIEditorVOne,,,UI Editor v1.0,UI Editor v1.0,UI 편집기 v1.0,Редактор интерфейса v1.0,UI 编辑器 1.0 版
Studio.App.RBXMainWindow.UncommentSelectedText,,,Uncomment selected text,Uncomment selected text,선택 텍스트에 코멘트 해제,Раскомментировать выделенный текст,取消选中文本的注释
Studio.App.RBXMainWindow.UncommentSelection,,,Uncomment Selection,Uncomment Selection,선택 항목 코멘트 해제,Раскомментировать выделенное,取消选中注释
Studio.App.RBXMainWindow.UndoChangesToPackage,,,Undo Changes to Package,Undo Changes to Package,패키지에 대한 변경 실행 취소,Отменить изменения в пакете,撤消对包的更改
Studio.App.RBXMainWindow.UndoChangesToSelectedPackages,,,Undo Changes to Selected Packages,Undo Changes to Selected Packages,선택 패키지에 대한 변경 실행 취소,Отменить изменения в выбранных пакетах,撤消对选中包的更改
Studio.App.RBXMainWindow.UndoTheLastAction,,,Undo the last action,Undo the last action,마지막 작업 실행 취소,Отменить последнее действие,撤消上次操作
Studio.App.RBXMainWindow.Ungroup,,,Ungroup,Ungroup,그룹 해제,Разгруппировать,取消组合
Studio.App.RBXMainWindow.UngroupModelsOrParts,,,Ungroup models or parts,Ungroup models or parts,모델 또는 파트 그룹 해제,Разгруппировать модели или детали,取消组合模型或部件
Studio.App.RBXMainWindow.Union,,,Union,Union,통합,Объединение,组合
Studio.App.RBXMainWindow.UnionSelection,,,Union Selection,Union Selection,통합 선택,Выбор объединения,组合选中内容
Studio.App.RBXMainWindow.UniversalsForSurface,,,Universals for Surface,Universals for Surface,표면에 대한 유니버설,Универсалы для поверхности,表面凹凸
Studio.App.RBXMainWindow.UnlockAll,,,Unlock All,Unlock All,모두 잠금 해제,Разблокировать все,全部解锁
Studio.App.RBXMainWindow.UploadLogFiles,,,Upload Log Files,Upload Log Files,로그 파일 업로드,Загрузить файлы журнала,上传日志文件
Studio.App.RBXMainWindow.VideoRecord,,,Video Record,Video Record,비디오 녹화,Видеозапись,视频录像
Studio.App.RBXMainWindow.ViewContextSensitiveHelp,,,View Context-sensitive Help,View Context-sensitive Help,상황에 맞는 도움말 보기,Просмотр контекстно-зависимой справки,查看语境相关帮助
Studio.App.RBXMainWindow.ViewFindResults,,,View Find Results,View Find Results,결과 찾기 보기,Просмотр результатов поиска,查看查找结果
Studio.App.RBXMainWindow.ViewGameExplorerElps,,,View Game Explorer...,View Game Explorer...,게임 탐색기 보기...,Просмотр проводника игр...,查看游戏资源管理器
Studio.App.RBXMainWindow.ViewObjectExplorer,,,View Object Explorer,View Object Explorer,개체 탐색기 보기,Просмотр проводника объектов,查看对象资源管理器
Studio.App.RBXMainWindow.ViewOutputWindowElps,,,View Output Window...,View Output Window...,출력 창 보기...,Просмотр окна вывода...,查看输出窗口...
Studio.App.RBXMainWindow.ViewPerformanceDiagnosticsElps,,,View Performance Diagnostics...,View Performance Diagnostics...,성능 진단 보기...,Просмотр диагностики производительности...,查看性能诊断...
Studio.App.RBXMainWindow.ViewPropertiesElps,,,View Properties...,View Properties...,속성 보기...,Просмотр свойств...,查看属性...
Studio.App.RBXMainWindow.ViewRecoveredScriptsElps,,,View Recovered Scripts...,View Recovered Scripts...,복구된 스크립트 보기...,Просмотр восстановленных скриптов...,查看恢复的脚本...
Studio.App.RBXMainWindow.ViewScriptAnalysisElps,,,View Script Analysis...,View Script Analysis...,스크립트 분석 보기...,Просмотр анализа скрипта...,查看脚本分析...
Studio.App.RBXMainWindow.ViewScriptChangesElps,,,View Script Changes...,View Script Changes...,스크립트 변경 사항 보기...,Просмотр изменений в скрипте...,查看脚本更改...
Studio.App.RBXMainWindow.ViewScriptPerformanceElps,,,View Script Performance...,View Script Performance...,스크립트 성능 보기...,Просмотр производительности скрипта...,查看脚本性能...
Studio.App.RBXMainWindow.ViewSelector,,,View Selector,View Selector,보기 선택기,Выбор представления,视图选择器
Studio.App.RBXMainWindow.ViewTaskSchedulerElps,,,View Task Scheduler...,View Task Scheduler...,작업 스케줄러 보기...,Просмотр планировщика задач...,查看任务计划程序...
Studio.App.RBXMainWindow.ViewTeamCreateWindow,,,View Team Create Window,View Team Create Window,팀 만들기 창 보기,Просмотр окна совместной разработки,查看组队创作窗口
Studio.App.RBXMainWindow.ViewTutorials,,,View tutorials,View tutorials,튜토리얼 보기,Просмотр учебных материалов,查看教程
Studio.App.RBXMainWindow.WeldSurface,,,Weld Surface,Weld Surface,표면 용접,Поверхность шва,接合表面
Studio.App.RBXMainWindow.ZoomIn,,,Zoom In,Zoom In,확대,Увеличить масштаб,放大
Studio.App.RBXMainWindow.ZoomOut,,,Zoom Out,Zoom Out,축소,Уменьшить масштаб,缩小
Studio.App.RBXMainWindow.ZoomTo,,,Zoom to,Zoom to,다음으로 확대,Задать масштаб,缩放至
Studio.App.RecentGamesPage.RecentGames,,,Recent Games,Recent Games,최근 게임,Недавние игры,最近打开的游戏
Studio.App.Restart.RestartLater,,,Restart Later,Restart Later,나중에 다시 시작,Перезапустить позже,稍后重新启动
Studio.App.Restart.RestartNow,,,Restart,Restart,다시 시작,Перезапуск,重新启动
Studio.App.RobloxChatWidget.ChatOptions,,,Chat Options,Chat Options,채팅 옵션,Параметры чата,聊天选项
Studio.App.RobloxChatWidget.ConnectingToChatElps,,,Connecting to chat...,Connecting to chat...,채팅에 연결 중...,Подключение к чату...,正在连接至聊天…
Studio.App.RobloxDocManager.NoToggleBetweenDMsWhilePaused,,,You cannot open a script from one data model while debugger is paused on a different data model.,You cannot open a script from one data model while debugger is paused on a different data model.,디버거가 다른 데이터 모델에서 일시 중지 상태인 경우 데이터 모델에서 스크립트를 열 수 없습니다.,"Скрипт из одной модели данных не может быть открыт, пока на другой модели данных приостановлен отладчик.",调试器暂停在其中一个数据模型时，你将无法打开另一数据模型中的脚本。
Studio.App.RobloxFindWidget.FindInAllScripts,,,Find in All Scripts,Find in All Scripts,모든 스크립트에서 찾기,Найти во всех скриптах,在所有脚本中查找
Studio.App.RobloxGameExplorer.LoadingElps,,,Loading...,Loading...,불러오는 중...,Загрузка...,正在加载...
Studio.App.RobloxGameExplorer.PublishToLoad,,,Publish this place to load game data,Publish this place to load game data,이 플레이스를 게시해 게임 데이터 불러오기,Опубликуйте это место для загрузки игровых данных,发布此场景以加载游戏数据
Studio.App.RobloxGameExplorer.PublishToLoadClick,,,Publish this place to load game data (double click here),Publish this place to load game data (double click here),이 플레이스를 게시해 게임 데이터 불러오기(여기 두 번 클릭),Опубликуйте это место для загрузки игровых данных (дважды щелкните здесь),发布此场景以加载游戏数据 (此处双击)
Studio.App.RobloxPropertiesWidget.ItemCount1,,,%1 items,%1 items,아이템 %1개,%1 шт.,%1 个项目
Studio.App.RobloxQuickAccessConfig.AdvancedCustomization,,,Advanced Customization,Advanced Customization,고급 사용자 정의,Расширенная настройка,高级自定义
Studio.App.RobloxRibbonMainWindow.0Player,,,0 Player,0 Player,플레이어 0명,0 игроков,0 名玩家
Studio.App.RobloxRibbonMainWindow.16Studs,,,16 Studs,16 Studs,16 스터드,16 стоек,16 格
Studio.App.RobloxRibbonMainWindow.1Player,,,1 Player,1 Player,플레이어 1명,1 игрок,1 名玩家
Studio.App.RobloxRibbonMainWindow.2Players,,,2 Players,2 Players,플레이어 2명,2 игрока,2 名玩家
Studio.App.RobloxRibbonMainWindow.2Studs,,,2 Studs,2 Studs,2 스터드,2 стойки,2 格
Studio.App.RobloxRibbonMainWindow.3Players,,,3 Players,3 Players,플레이어 3명,3 игрока,3 名玩家
Studio.App.RobloxRibbonMainWindow.4Players,,,4 Players,4 Players,플레이어 4명,4 игрока,4 名玩家
Studio.App.RobloxRibbonMainWindow.4Studs,,,4 Studs,4 Studs,4 스터드,4 стойки,4 格
Studio.App.RobloxRibbonMainWindow.5Players,,,5 Players,5 Players,플레이어 5명,5 игроков,5 名玩家
Studio.App.RobloxRibbonMainWindow.6Players,,,6 Players,6 Players,플레이어 6명,6 игроков,6 名玩家
Studio.App.RobloxRibbonMainWindow.7Players,,,7 Players,7 Players,플레이어 7명,7 игроков,7 名玩家
Studio.App.RobloxRibbonMainWindow.8Players,,,8 Players,8 Players,플레이어 8명,8 игроков,8 名玩家
Studio.App.RobloxRibbonMainWindow.AGUIButtonContainingAnImage,,,A GUI button containing an Image,A GUI button containing an Image,이미지를 포함한 GUI 버튼,Кнопка графического интерфейса с изображением,包含图片的 GUI 按钮
Studio.App.RobloxRibbonMainWindow.AGUIButtonContainingText,,,A GUI button containing text,A GUI button containing text,텍스트를 포함한 GUI 버튼,Кнопка графического интерфейса с текстом,包含文本的 GUI 按钮
Studio.App.RobloxRibbonMainWindow.AGUIObjectContainingText,,,A GUI object containing text,A GUI object containing text,텍스트를 포함한 GUI 개체,"Объект графического интерфейса, содержащий текст",含有文本的 GUI 对象
Studio.App.RobloxRibbonMainWindow.ATextEntryBox,,,A text entry box,A text entry box,텍스트 입력 상자,Поле ввода текста,一个文本输入框
Studio.App.RobloxRibbonMainWindow.Actions,,,Actions,Actions,작업,Действия,操作
Studio.App.RobloxRibbonMainWindow.ActionsAsTools,,,Actions as Tools,Actions as Tools,도구로 작업,Назначение инструментов,工具类操作
Studio.App.RobloxRibbonMainWindow.AddASpawnPoint,,,Click here to add a spawn point into your game,Click here to add a spawn point into your game,여기를 클릭해 게임에 스폰 지점 추가,"Щелкните здесь, чтобы добавить место появления персонажа",单击此处为你的游戏添加一个重生点
Studio.App.RobloxRibbonMainWindow.AddWeld,,,Add Weld,Add Weld,용접 추가,Добавить шов,添加接合
