Studio.App.LoginManager.ToSMessage1,,"<span>By clicking ""%1"", you are agreeing to </span>","<span>By clicking ""%1"", you are agreeing to </span>"
Studio.App.LoginManager.ToSMessage3,,"By clicking ""%1"", you are agreeing to the <a href='%2'>Terms of Use</a> and <a href='%3'>Privacy Policy</a>.","By clicking ""%1"", you are agreeing to the <a href='%2'>Terms of Use</a> and <a href='%3'>Privacy Policy</a>."
Studio.App.LoginManager.ToSTitle,,Roblox Terms of Service,Roblox Terms of Service
Studio.App.LoginManager.UserAgreementsAcceptanceCancel,,Are you sure you want to cancel? This will log you out and close all other running instances of Studio.,Are you sure you want to cancel? This will log you out and close all other running instances of Studio.
Studio.App.LoginManager.UserAgreementsAcceptanceFailure,,Failed to accept user agreements. Please try to login again or contact support if problem persists.,Failed to accept user agreements. Please try to login again or contact support if problem persists.
Studio.App.LoginRequest.InternalServerError,Start page login,Our servers are having problems right now. Please try again later.,Our servers are having problems right now. Please try again later.
Studio.App.LoginRequest.NetworkConnection,Start page login,Could not connect to the server. Please check your internet connection and try again later.,Could not connect to the server. Please check your internet connection and try again later.
Studio.App.LoginRequest.ParseError,Start page login,Could not read response from server. Please try again later.,Could not read response from server. Please try again later.
Studio.App.MainWindow.32BitParens,Main Window, (32bit), (32bit)
Studio.App.MainWindow.64BitParens,Main Window, (64bit), (64bit)
Studio.App.MainWindow.AboutRobloxStudio,Main Window,About Roblox Studio,About Roblox Studio
Studio.App.MainWindow.AboutToLogOutNewLine,Main Window,"Roblox Studio is about to log out.

","Roblox Studio is about to log out.

"
Studio.App.MainWindow.AmongRegisteredTrademarks2,Replacement of Studio.App.MainWindow.AmongRegisteredTrademarks with only hyper link excluded,"<i>Roblox</i>, the Roblox <i>logo</i> and <i>Powering Imagination</i> are among our registered and unregistered trademarks in the U.S. and other countries.</p><p>Contact us at <a href='%1'>%2</a></p></div>","<i>Roblox</i>, the Roblox <i>logo</i> and <i>Powering Imagination</i> are among our registered and unregistered trademarks in the U.S. and other countries.</p><p>Contact us at <a href='%1'>%2</a></p></div>"
Studio.App.MainWindow.ArgumentsBreak,Main Window,Arguments:<br>,Arguments:<br>
Studio.App.MainWindow.BreakPathSpace,Main Window,<br>Path: ,<br>Path: 
Studio.App.MainWindow.BuildTypeSpace1,Main Window,Build Type: %1,Build Type: %1
Studio.App.MainWindow.CloseFile,Main Window,Close File,Close File
Studio.App.MainWindow.CloseFileStatusTip,Main Window,Close the open file,Close the open file
Studio.App.MainWindow.CloseStudio,Main Window,Close Studio,Close Studio
Studio.App.MainWindow.CloseTab,Main Window,Close Tab,Close Tab
Studio.App.MainWindow.CloseTabStatusTip,Main Window,Close the active tab,Close the active tab
Studio.App.MainWindow.ConnectionLostLocalFileNotRecoverable,Main Window,Internal Error: Connection was lost and local file was not recoverable. Contact Customer support if the error persists,Internal Error: Connection was lost and local file was not recoverable. Contact Customer support if the error persists
Studio.App.MainWindow.ConnectionLostUnableToReconnect,Main Window,Internal Error: Connection was lost and unable to reconnect. Contact Customer support if the error persists,Internal Error: Connection was lost and unable to reconnect. Contact Customer support if the error persists
Studio.App.MainWindow.CopyrightRobloxCorporation2,Main Window,%1%2 Roblox Corporation. ,%1%2 Roblox Corporation. 
Studio.App.MainWindow.CreateNewPlaceFailureMessage,Main Window,"Failed to create new place. Please restart your application and try again. If you continue to encounter this error, please contact customer service.","Failed to create new place. Please restart your application and try again. If you continue to encounter this error, please contact customer service."
Studio.App.MainWindow.DbarFatalBugNotice1,,Dell Backup and Recovery verion %1 is detected. It has a bug that can cause a fatal error for Roblox Studio. Please try again after it is updated to at least version 1.9 or uninstalled. Roblox Studio will exit now...,Dell Backup and Recovery verion %1 is detected. It has a bug that can cause a fatal error for Roblox Studio. Please try again after it is updated to at least version 1.9 or uninstalled. Roblox Studio will exit now...
Studio.App.MainWindow.Debug,Main Window,Debug,Debug
Studio.App.MainWindow.DebugOnlyWithBrs,Main Window,<br><hr><br><br>DEBUG ONLY<br><hr>,<br><hr><br><br>DEBUG ONLY<br><hr>
Studio.App.MainWindow.DisconnectFromTeamCreateOutOfDate,Main Window,"Roblox Studio has disconnected from Team Create. The running version of Studio is out of date, and may be the cause of this disconnect. Please update Studio if this error persists","Roblox Studio has disconnected from Team Create. The running version of Studio is out of date, and may be the cause of this disconnect. Please update Studio if this error persists"
Studio.App.MainWindow.FailedConnectRemoteServers,Main Window,"Failed to connect to remote servers, please make sure the device is connected to the Internet. Studio will be running in offline mode.","Failed to connect to remote servers, please make sure the device is connected to the Internet. Studio will be running in offline mode."
Studio.App.MainWindow.FailedToAutoSave,Main Window,Failed to AutoSave,Failed to AutoSave
Studio.App.MainWindow.FailedToAutoSaveTemporarilyDisable,Main Window,Failed to AutoSave.  Do you want to temporarily disable AutoSave?,Failed to AutoSave.  Do you want to temporarily disable AutoSave?
Studio.App.MainWindow.FailedToLoadSettings,Main Window,Failed to load settings,Failed to load settings
Studio.App.MainWindow.FailedToOpenObjectBrowser,Main Window,"Failed to open Object Browser. Please restart your application and try again. If you continue to encounter this error, please contact customer service.","Failed to open Object Browser. Please restart your application and try again. If you continue to encounter this error, please contact customer service."
Studio.App.MainWindow.FileNotExistNewLine1,Main Window,"%1
This file doesn't exist.","%1
This file doesn't exist."
Studio.App.MainWindow.FileSetToReadOnlyNewLine1,Main Window,"%1
This file is set to read-only.
Try again with a different name","%1
This file is set to read-only.
Try again with a different name"
Studio.App.MainWindow.InternalErrorNoDataModelForPackages,Main Window,Internal Error: Unable to find data model to retrieve package data.,Internal Error: Unable to find data model to retrieve package data.
Studio.App.MainWindow.LogInToCreateNewFiles,Main Window,You must log in to create new files.,You must log in to create new files.
Studio.App.MainWindow.LogInToOpenFiles,Main Window,You must log in to open files.,You must log in to open files.
Studio.App.MainWindow.LostConnectionToServerReconnectOrLocalCopy,Main Window,You have lost connection to the server. Do you want to reconnect or open a local copy of the place?,You have lost connection to the server. Do you want to reconnect or open a local copy of the place?
Studio.App.MainWindow.NoLocalFFlagsLoaded,Main Window,No local Fast Flags were loaded. ClientAppSettings.json may be incorrectly formatted or corrupted.,No local Fast Flags were loaded. ClientAppSettings.json may be incorrectly formatted or corrupted.
Studio.App.MainWindow.NoLongerLoggedInNewLine,Main Window,"Roblox Studio is no longer logged in.

","Roblox Studio is no longer logged in.

"
Studio.App.MainWindow.NoOpt,Main Window,NoOpt,NoOpt
Studio.App.MainWindow.NoTextFromOutputWidget,Main Window,Could not get text from Output widget,Could not get text from Output widget
Studio.App.MainWindow.OpenExistingLocalFile,Main Window,Open an existing local file,Open an existing local file
Studio.App.MainWindow.OpenFromFilePrompt,Main Window,Open from File...,Open from File...
Studio.App.MainWindow.OpenFromRobloxPrompt,Main Window,Open from Roblox...,Open from Roblox...
Studio.App.MainWindow.OpenLocalCopy,Main Window,Open Local Copy,Open Local Copy
Studio.App.MainWindow.OpenRecentGameRoblox,Main Window,Open a recent Game from Roblox,Open a recent Game from Roblox
Studio.App.MainWindow.OpenRobloxFile,Main Window,Open Roblox File,Open Roblox File
Studio.App.MainWindow.PluginManagement,Main Window,Plugin Management,Plugin Management
Studio.App.MainWindow.PrivacyPolicyLink1,,<p><a href='%1'>Privacy Policy</a></p>,<p><a href='%1'>Privacy Policy</a></p>
Studio.App.MainWindow.QTVersionSpace,Main Window,Qt Version: ,Qt Version: 
Studio.App.MainWindow.Reconnect,Main Window,Reconnect,Reconnect
Studio.App.MainWindow.RemovedAsTeamCreateContributor,Main Window,You have been removed as a Team Create contributor.,You have been removed as a Team Create contributor.
Studio.App.MainWindow.RobloxStudio,Main Window,Roblox Studio,Roblox Studio
Studio.App.MainWindow.RobloxStudioSpace,Main Window,Roblox Studio ,Roblox Studio 
Studio.App.MainWindow.SaveActiveLocalFile,Main Window,Save the active local file,Save the active local file
Studio.App.MainWindow.SaveActiveLocalFileNewName,Main Window,Save the active local file with a new name,Save the active local file with a new name
Studio.App.MainWindow.SaveChangesTo1,Main Window,Save changes to %1?,Save changes to %1?
Studio.App.MainWindow.SaveToFile,Main Window,Save to File,Save to File
Studio.App.MainWindow.SaveToFileAsPrompt,Main Window,Save to File As...,Save to File As...
Studio.App.MainWindow.StudsSuffix,, studs, studs
Studio.App.MainWindow.TeamCreateReconnectFailedUnableToFetchSettingsData,Main Window,Team Create reconnect failed. Unable to fetch game settings data.,Team Create reconnect failed. Unable to fetch game settings data.
Studio.App.MainWindow.ThirdpartyNotices,About Dialog,Third Party Notices,Third Party Notices
Studio.App.MainWindow.ThirdpartyUses2,About Dialog,Uses '%1' from '%2',Uses '%1' from '%2'
Studio.App.MainWindow.UnableToConnect,Main Window,Unable to Connect,Unable to Connect
Studio.App.MainWindow.UnableToCreateAutoSaveFile1,Main Window,"Could not create an auto-recovery file. Please ensure that you have sufficient permissions to the path ""%1"".","Could not create an auto-recovery file. Please ensure that you have sufficient permissions to the path ""%1""."
Studio.App.MainWindow.UnableToFetchUniversePermissions1,Main Window,Unable to fetch universe permissions: %1,Unable to fetch universe permissions: %1
Studio.App.MainWindow.UnableToLockFileForOpen,Main Window,This file is currently in use by another Studio instance or is read-only. You will need to pick a different name in order to save changes.,This file is currently in use by another Studio instance or is read-only. You will need to pick a different name in order to save changes.
Studio.App.MainWindow.UnableToOpenDeletedFile1,Main Window,"Could not open the file ""%1"" because it no longer exists.","Could not open the file ""%1"" because it no longer exists."
Studio.App.MainWindow.UnableToOpenPlace2,Main Window,"Could not open the place ""%1"" with exception: ""%2"".","Could not open the place ""%1"" with exception: ""%2""."
Studio.App.MainWindow.UploadingImageQuitAnyway,Main Window,Roblox is uploading an image. Quit anyway?,Roblox is uploading an image. Quit anyway?
Studio.App.MainWindow.UploadingPlaceQuitPublishAuto,Main Window,Publishing in progress. Studio will close automatically when complete.,Publishing in progress. Studio will close automatically when complete.
Studio.App.MainWindow.UploadingPlaceQuitPublishFailed,Main Window,Failed To Publish. Please try again later.,Failed To Publish. Please try again later.
Studio.App.MainWindow.UploadingPlaceQuitSaveAuto,Main Window,Saving in progress. Studio will close automatically when complete.,Saving in progress. Studio will close automatically when complete.
Studio.App.MainWindow.UploadingPlaceQuitSaveFailed,Main Window,Failed To Save. Please try again later.,Failed To Save. Please try again later.
Studio.App.MainWindow.UploadingVideoQuitAnyway,Main Window,Roblox is uploading a video. Quit anyway?,Roblox is uploading a video. Quit anyway?
Studio.App.MainWindow.Version1,Main Window,Version %1,Version %1
Studio.App.MainWindow.VersionLatest,About Dialog,Latest version available %1,Latest version available %1
Studio.App.MainWindow.WaitingForShutdown,Main Window,Waiting for Shutdown,Waiting for Shutdown
Studio.App.ManageEmulationDeviceDialog.CloneDevice,,Clone Device,Clone Device
Studio.App.ManageEmulationDeviceDialog.EmulationDeviceManager,,Emulation Device Manager,Emulation Device Manager
Studio.App.ManageEmulationDeviceDialog.NewDevicePrefix,,newDevice,newDevice
Studio.App.Materials.Concrete,,Concrete,Concrete
Studio.App.Materials.Fabric,,Fabric,Fabric
Studio.App.Materials.Foil,,Foil,Foil
Studio.App.Materials.ForceField,,Force Field,Force Field
Studio.App.Materials.Glass,,Glass,Glass
Studio.App.Materials.Granite,,Granite,Granite
Studio.App.Materials.Grass,,Grass,Grass
Studio.App.Materials.Ice,,Ice,Ice
Studio.App.Materials.Marble,,Marble,Marble
Studio.App.Materials.Metal,,Metal,Metal
Studio.App.Materials.Neon,,Neon,Neon
Studio.App.Materials.Pebble,,Pebble,Pebble
Studio.App.Materials.Plastic,,Plastic,Plastic
Studio.App.Materials.Sand,,Sand,Sand
Studio.App.Materials.Slate,,Slate,Slate
Studio.App.Materials.SmoothPlastic,,Smooth Plastic,Smooth Plastic
Studio.App.Materials.Wood,,Wood,Wood
Studio.App.Merge.Accept,,Accept,Accept
Studio.App.Merge.AcceptServerChanges,,Accept server changes,Accept server changes
Studio.App.Merge.AllConflictsResolved,,All conflicts resolved,All conflicts resolved
Studio.App.Merge.CompareCurrentDraftWithThis,,Compare current draft with this,Compare current draft with this
Studio.App.Merge.ConflictInstruction,,Which code do you want to keep for this conflict?,Which code do you want to keep for this conflict?
Studio.App.Merge.ConflictOptionDraft,"You can select the Draft, Server, or Other version of code to keep",Draft,Draft
Studio.App.Merge.ConflictOptionOther,"You can select the Draft, Server, or Other version of code to keep",Other,Other
